,CT,ME,NEMA,NH,RI,SEMA,VT,WCMA
19,4042.5554612986634,1586.026157279084,3281.4568872090053,1694.1859532709702,1097.6924065029891,2027.3961835776158,841.8810671358101,2453.87375906249
20,4498.929255374065,1707.8844355031051,3558.6299752603422,1783.818360755431,1191.1311893387713,2268.551860628102,851.3712440680376,2634.884161637707
21,4257.1185454373035,1629.6339272468972,3612.973870166898,1809.654033077697,1125.8192765899398,2128.415512870996,863.0497007530105,2702.2874380480857
22,4428.42737139831,1605.1475580422523,3418.227763242399,1776.9949656219912,1092.7960346914658,2047.1653813783755,882.607957335988,2563.481997793241
23,4349.487419393265,1689.586433833182,3350.1243981639072,1769.6637533149944,1124.165434945423,2101.1247143871856,847.6055988030931,2438.9014639898246
24,4321.95524165156,1644.0729008789938,3292.1211700314643,1736.2234671618507,1079.016169303855,2016.0033707584162,830.8692013527824,2461.7006427321007
25,4428.535712854004,1595.1062722574995,3331.4995288189975,1738.5449575478501,1115.3567750805832,2028.141076433169,873.9089591785726,2377.525576410179
26,4256.669144425707,1522.459733591294,3111.061593991364,1507.4922388432242,1055.6016578067738,1898.9202485891155,791.8392927696543,2275.993245693173
27,4118.26757260066,1614.344196171314,3252.7288678117384,1610.579217749927,1104.3303166896385,2023.5247293667355,848.2582216988999,2318.041048704932
28,4268.264499190632,1742.224986681929,3513.240104479623,1703.789978315564,1129.1708802759529,2138.6038661719303,879.6313742402868,2465.9203769037717
29,4468.203099472364,1688.5069470589658,3836.659650480017,1897.7311375224199,1155.7602040380464,2244.019654875931,895.8804407357259,2531.9134058687605
30,4587.0769329352215,1682.877760122224,3561.5391072671428,1797.4639161414555,1164.6393048921416,2306.2852323343786,866.4371426296366,2597.9223157466863
31,4344.825608245017,1717.1013485251658,3553.6550471949868,1706.3936775926047,1114.1932232086792,2197.903820416847,887.8187967537623,2411.328081861059
32,4502.4912964758105,1728.400663329137,4013.5917483646567,1811.3612114881635,1125.3631519977964,2204.4800687356947,939.6176193546643,2635.203503134178
33,4525.73042203763,1665.8800814104868,3772.995957471293,1737.2927341910913,1149.1538111837817,2261.170907514977,893.8703192236547,2574.4756628637633
34,4082.2247173495357,1624.893531445339,3388.2342147901923,1677.3665615790535,1101.1333263240567,2181.870118172738,865.3872001442685,2308.447578201822
35,4303.184583581607,1652.3809471082936,3497.4577461019903,1668.9209651601254,1150.3048144638203,2199.419245251048,857.4144915476713,2427.0702945553426
36,4540.572707596068,1644.1490156573102,3638.190768746888,1832.5808994541953,1186.1358733716756,2221.3502157313287,879.9640733203184,2629.2678448826423
37,4412.578642976637,1706.2571036437034,3603.6582153906543,1837.9461631882878,1138.8144885367808,2109.1564457031222,835.5679905427461,2589.948513840355
38,4318.296773403315,1711.6925418027763,3467.3058340062366,1813.054390586881,1098.5647044546095,1996.7903248181317,837.2259639106962,2608.2336267575733
39,4067.033061209482,1646.5163459540308,3335.922751227874,1661.5106238596104,1048.3202065163434,1912.0348473116119,797.8859028298978,2402.061942443652
40,3951.15711041249,1555.2423033297216,3134.4529994060786,1476.160634311934,987.7382958539341,1885.7664900407244,788.1200602386315,2232.0778554560015
41,4484.070281993754,1706.5844516289683,3831.7174686393064,1711.9537050125955,1154.5086648355905,2182.6038830590633,901.576522451551,2577.9252354142386
42,4507.9598654858,1769.268603928203,3841.300433116648,1718.889695892138,1242.7915687753791,2279.500766427325,878.9300275160142,2641.1584747623906
43,4262.5881038895095,1632.7257337961191,3206.681832126905,1662.927464270406,1104.1773596678693,2053.4886861130344,809.5143204088754,2337.9735290774424
44,4074.092494735922,1670.9270037542917,3191.7708715292847,1694.9778426328342,1053.4519517225108,1977.2250243900717,902.189368742894,2346.14700111756
45,3891.263811105374,1639.8925547814808,3186.5082237537317,1609.305377584245,1023.5905445899531,1913.0738487065398,768.251993015294,2349.5658573904043
46,3964.744013256909,1707.280696868621,3286.3780494345974,1653.6787242177818,1047.7521505518182,1960.8211637183856,797.1196283867461,2324.8321453246595
47,4379.274593028306,1602.3117794896152,3348.2925766146923,1584.079653299911,1113.9860119440762,2097.5826386054605,831.3233795547125,2390.6656707056027
48,3940.285099879958,1622.6245691065747,3143.5749981099852,1670.0263667099364,1041.0073852753212,2018.1069190313442,829.2834636848042,2179.505603375153
49,3825.4461204290214,1502.2249659946187,2973.4110294644656,1512.9754417001966,925.7415959270105,1845.379296835019,795.6600474381149,2051.740635383821
50,4012.48441383211,1569.504488994435,3352.9440973326905,1641.2930151769779,1019.2268972055368,1912.21679502341,790.8094384666252,2267.9782614618957
51,3990.3399197802496,1584.3833570187583,3458.3579745575366,1647.1633183124839,1109.5209687181423,2136.1833171924377,736.6684615505834,2304.6524660666864
52,4396.507988627102,1628.9810764054187,3602.108467414563,1778.1036150782656,1172.8862778414855,2151.8870259027667,847.9664763488621,2556.970720598083
53,4094.2663254214513,1595.4343708037425,3475.7004697656776,1663.152930501329,1087.5905401189439,1986.4715963915191,809.1458134382958,2421.8930554366902
54,3779.676188976835,1520.5983731335712,3135.1653569467853,1593.7742835956724,1009.904703397459,1903.8038024771467,796.751541313598,2213.1200990887537
55,3794.546739865368,1559.252514406486,3174.6575134100326,1512.6790510030826,1037.2720307964141,1976.0027114728778,759.24344366773,2132.9959602412537
56,4297.4379533323545,1688.4259818760315,3450.164351059005,1592.288250904835,1109.8584624962361,2027.0802127901509,789.2827146784032,2338.6908386224827
57,4212.985187983491,1581.6982671393846,3494.8409837980357,1620.6571717779254,1078.5476977214116,2029.9308810919724,845.6190661581669,2344.4522201965665
58,4384.56437856696,1662.5615040886807,3699.14996668484,1794.0884700628208,1127.163650516402,2117.9161606998537,845.6393509230705,2655.871194655802
59,4358.707256872093,1640.2010184108904,3667.6459272731513,1774.8317472853057,1149.240220447874,2119.010332018268,817.371030487934,2644.528011255878
60,4724.894262218993,1653.415549123124,3569.898394340308,1718.5199729724777,1173.2602219389464,2183.0077351155933,862.2593346091966,2679.857851111163
61,4441.501208291458,1602.3524570049585,3134.152909054648,1680.0595083072478,1048.7028822974924,1915.3357345033876,839.0270689450005,2357.404450638221
62,4263.465051045597,1508.492123103004,3011.2015455293185,1574.8011987242674,1052.4121335153307,1924.4650910156681,830.7332244596864,2203.3907575116064
63,4208.956819046898,1496.858147298702,3023.333229972405,1549.9613509100177,1075.8013883873127,1947.8285532054201,741.6180358260885,2292.3230380070636
64,4020.868597034782,1479.7192003529078,2941.8690634419586,1479.8180685898767,1008.2432129743596,1882.116234720681,742.489019440627,2203.699242773556
65,4576.820709859956,1526.3954816614278,3593.458393295568,1664.4912874970735,1153.103686209875,2174.952832841027,846.4671132032823,2468.9535114160963
66,4293.884333354832,1516.3750981918588,3547.795335718848,1592.3821471292295,1184.7295708123931,2254.8225582256405,792.3295032291194,2288.1587435583197
67,4066.459331692984,1466.0528118598386,3213.7941926135272,1606.177514382516,1058.746424647967,1934.4025999654002,771.8003201830915,2301.161501946978
68,3941.3961534285095,1461.7278761980633,2994.585431895694,1441.2342878709453,1076.3827927381565,1977.4544262179238,765.7307799716233,2115.456781544866
69,4067.8804184266223,1485.769104258242,3115.25636818614,1544.2504104943162,1085.55079797236,1991.5189572879074,769.5583268080471,2262.803684880819
70,4650.676791607173,1582.4107735823247,3497.368811783827,1721.3300193262087,1196.504258534178,2173.3869804763444,858.408733944304,2589.8200701960754
71,3902.569415580255,1500.8372159957971,3216.1712660596863,1539.4343267085019,1029.5571797018533,1930.7292301612924,772.3874869018391,2201.366885809495
72,3744.5916067356297,1534.643125659009,2956.425681049258,1531.8907742528665,939.205974846165,1744.6096784307122,767.0859733542752,2042.427434751252
73,4349.9236673758305,1528.3774673737275,3356.3946820677043,1631.2896557426782,1080.667874492747,2007.6994829313671,807.9116437804812,2277.079554988181
74,4511.853398753383,1507.601572216827,3530.6656840104347,1678.469640787817,1124.106063828312,2131.8642609962435,811.2841041393028,2479.253470069283
75,4105.593364926678,1496.4765896355252,3239.024356256792,1586.7430701813355,1011.1953796229932,1973.725947810234,798.0319987536227,2237.6681091222554
76,4192.544104639572,1469.092074407827,2994.516695990269,1550.7457635161045,1006.6149650537988,1941.4534639255826,824.3454141046814,2248.021805646293
77,4593.771384806094,1561.0117541347436,3397.347271744488,1685.6388254780538,1147.2201787259783,2053.6215789190596,789.4372313643051,2498.390686013364
78,4344.8526083949555,1569.3953929892652,3249.8724239506573,1643.2171091668338,1093.233769483436,1941.6475120064683,774.4574924001375,2342.849595530937
79,3973.263611791772,1520.451969991163,3057.930007921473,1594.6054780425318,1044.1002099022603,1805.758779615056,750.5589183517766,2214.5367784378686
80,3690.816593604814,1424.6028049469,3075.6413254375307,1479.7572019322884,1052.8168756699965,1866.5097429571333,705.2122198353306,1990.6977560176103
81,3605.472867023108,1374.8851177876054,2880.145612495683,1419.9138048111884,1022.8164031290823,1820.1593690714312,661.958518015844,2103.9527420678464
82,3376.3510408047714,1443.8162728163986,2701.9825987753366,1290.0312803975035,954.1599533844096,1736.3483654744564,671.593673769612,1867.5448125743992
83,3772.9728613341003,1382.6500654915094,2879.1358072271237,1399.8555036996172,1021.1718297321033,1891.641443241629,690.7923537244045,2059.134817805497
84,3862.2449268895643,1446.634025386646,3106.7686110867294,1413.3174452163623,1043.4945505608127,1885.1741875358357,715.5093854179016,2162.0277390412425
85,3507.2099501335906,1403.7389293501178,3052.685686537882,1367.2810670359734,993.6178537131705,1818.5817242080286,733.887947948464,2183.7973577054136
86,3604.1459578587014,1471.8207106592952,3087.695760155579,1455.9228519762112,964.703348526486,1810.252702702652,744.7251398395092,2111.6391550661256
87,3679.7201641995784,1522.81636690886,3179.053815864387,1507.094753532793,1048.6638723996027,2040.4905369676956,731.3166230044488,2220.668384834057
88,3679.131413893141,1503.061997255549,3131.9644839589882,1578.6566199049455,975.7810108887307,1905.9425662336296,726.3502411662014,2280.5724167020635
89,3737.5137984934413,1404.78067591026,3111.2024148429628,1435.0923436762957,1021.6446946949177,1886.999462112425,739.9771199896884,2204.613340491699
90,3647.2927010094004,1383.0999869930952,3053.587186647787,1445.897685586561,978.4929664448539,1888.542949510388,723.9945384708801,2088.1646087453732
91,3795.5984910699344,1446.3596027594904,2899.357974826957,1477.072931980155,970.7518468884629,1838.851591362344,711.3525758757708,2152.7108538798943
92,3905.74826210625,1420.6418059029327,3046.9680269314727,1470.09476194806,1030.7052119565553,1923.650108067312,743.9457526302392,2183.1037518201324
93,3934.787012329537,1409.0726335652332,3076.7191126360603,1462.851738993566,1029.1492887169154,1860.1139321588435,757.7356570692602,2184.1973217280542
94,3830.94737223545,1322.7416792590489,2904.8419055146082,1408.658122535581,1010.9343750536957,1762.8527231712737,714.9507701935976,2096.37502802992
95,3685.186472229857,1412.905150950113,2988.7924662356163,1437.8910888534208,968.0546507445192,1665.0723242336596,713.4691566653622,2075.732988416558
96,3533.2089097699895,1495.1246100823614,2776.4270659401745,1390.1321703243987,924.139144822589,1642.1541202899878,717.3149978060236,1982.996836148649
97,3417.416435164933,1390.9009944683842,3031.296165953575,1344.4807177143496,952.469575655535,1686.1638454213034,717.2799056294551,1962.7145188111062
98,3473.2639571743116,1464.9365128306983,3008.899376431305,1487.9173542087715,976.7091075880038,1717.0270976535164,747.6634918375009,2003.2509583545013
99,3500.5774311848977,1495.7363858297924,3085.501165314141,1511.4175232156406,985.0153735714368,1796.8779736711851,760.0583022381124,2111.0573313887567
100,3530.095131626691,1513.2087024385053,3108.153580488684,1471.129704359103,1009.7086255204438,1849.678785558416,753.0675542564213,2093.0392906578104
101,3606.386423942483,1506.6829201882608,3058.317595087105,1509.5423529529417,1008.2822551014958,1897.6082200380836,690.3088359343674,2036.2689182698118
102,3507.839179753063,1293.4579833331466,2988.788882765608,1360.9858103837594,957.6132524061295,1808.8629993477878,667.4120619318943,2049.3850087109918
103,2787.781022044192,1170.2534650928346,2506.8921099828217,1153.634748125369,809.5553412916837,1512.0148053339722,586.8787666379533,1663.9957119450178
104,3326.7086097303836,1356.9152193340913,2697.275880961711,1330.9454202249387,946.5069766738615,1797.9339322711937,620.785854991216,1844.0092941382443
105,3552.3407024732664,1391.8113860567412,2797.3799419694037,1464.1113075101757,984.2485332694438,1855.804759914825,708.9344075903266,2056.9056940509836
106,3804.469089989458,1412.3556556592612,3086.106562230723,1469.78866322709,1004.7061565669661,1840.8100641888311,721.0084031974992,2119.4483378349005
107,3800.902675094064,1413.5449310280028,2991.012694948425,1516.8594487667006,984.7473492112725,1773.221873008916,740.6213695089117,2148.18730221675
108,3606.171795338676,1467.9715132164038,2851.2548975444715,1512.7378844874102,883.6013010692539,1649.8272497619462,717.5699141542386,2079.1024208936688
109,3756.560542857247,1482.463795811008,2897.2729962776275,1496.9133414791584,963.0050910977914,1665.4909050783053,690.8804688300163,2075.50508115419
110,3270.536731192581,1275.8941846140508,2658.928600708791,1186.714948234042,769.8725402440289,1422.3600245193834,602.0895901754142,1678.0964075143615
111,3184.645407975776,1264.0786416741287,2621.209426192475,1233.0085606303653,806.9971863852624,1455.5791042668006,615.172195948536,1696.396487650556
112,3170.8287532726654,1408.8911102715333,2936.11002778051,1332.5134404588855,867.5831711589535,1648.53635598652,629.5111588442209,1948.8960674132345
113,3117.7066158593548,1420.925532742083,2749.352392148625,1380.4243956135438,822.4879784879479,1649.82943930486,699.3475173217408,1914.7291306041327
114,3580.9169507316697,1420.0181346987542,2987.567242492517,1413.231547430833,950.9348641717552,1806.2958176456266,681.0679461159301,2101.7704582870792
115,3774.0146368048377,1404.2579634784367,3215.7327162556608,1537.518633843029,979.6871564539315,1895.7175905379984,709.0281620030535,2332.300845987369
116,3646.5102739110125,1351.2312933680807,2993.757179576541,1439.0122592152095,948.5743004316265,1742.7306654034549,709.6325323006103,2079.729195508819
117,3502.104746416349,1485.8784803999624,2682.1225980791332,1409.4311543519495,884.9989574214914,1636.2015231760863,768.4531366629511,2082.608053176938
118,3780.2197830250248,1492.6430145715383,2955.9439340861554,1486.1488561188964,939.9822674694188,1745.5216451427711,784.2150231950599,2139.2920181588306
119,3520.7726674796854,1387.987325403506,2980.9641260160706,1415.1662637462443,919.5151202051406,1700.8291042540363,710.199797807638,2008.5167211988096
120,3679.1780105350467,1398.7975859918934,3280.916422841988,1525.0758500668169,972.3059275879807,1846.6278886898208,755.485261708673,2168.9888485797787
121,3648.352233591857,1419.2890080376155,3162.515061877552,1456.3202205119123,981.6909171906714,1847.496787335506,721.8090118815956,1777.5430925412409
122,3670.5673898526757,1374.9173452207604,3303.077415580027,1485.8424330296707,936.0706138836548,1729.9911729624541,675.1385547964159,2014.4166499199132
123,3286.188991779447,1347.6210274604102,3284.0922397505706,1484.8558818376437,947.0888191878671,1788.5364039414173,662.3888629486661,1951.3455522758802
124,4343.369553320178,1324.6323274416197,3626.1927865069542,1535.2501736820898,1095.9360902893443,2093.5928047780185,632.1795185044457,2243.2548005646076
125,3294.6699556879075,1219.4766200359684,2622.278105708528,1286.1382795796792,875.7242656522739,1479.4767854816528,628.3992055115813,1863.0848976553016
126,3482.036527664316,1357.0127222344863,3215.1769046461677,1432.8575309396426,980.3914045897657,1726.362702617172,641.3258412248307,1980.083390770033
127,3756.1310426909254,1366.6637310138397,3115.0305182165803,1514.2602063233753,1036.0885138340018,1880.152233314631,702.8903660248058,2095.866729929025
128,3931.4027011881776,1470.956358501272,3490.6801085109746,1553.5832905679842,1045.4833609002258,1971.414840590729,708.9679657419401,2280.1721928296
129,4205.3074990741525,1560.816561992957,3279.600009946715,1563.5904163025639,1085.9934036145096,2019.4153379207523,701.9740800066985,2366.022963731065
130,3967.048271081367,1555.2070682412443,3297.884009110764,1580.825408859031,975.069729787677,1891.723738978106,738.9906413825167,2351.061754111668
131,3589.8195896375146,1523.703471353353,3012.7613750524156,1514.1907750570945,994.347120993766,1882.916679812038,688.687752579468,2173.9029827123536
132,3409.1567555748147,1402.7668150815953,3093.9368346738547,1388.6342848207412,980.8612550186104,1854.209972171252,681.6194998064385,2029.5412063603835
133,3449.018356761948,1323.1034788125544,3231.308817417673,1451.3573136850116,986.6012532297425,1844.6154169128813,713.2799826910433,2099.1186069168953
134,3473.2009262315755,1372.042055529626,2973.0618806341517,1380.2654709227945,965.561552725249,1810.6116969439493,704.3120743415009,1974.7136331990012
135,3493.115076278126,1322.9189964098396,2968.7891749245737,1382.5848703445774,932.0068304415372,1747.9381234537614,704.2526687979218,2000.8441151249324
136,4086.7689390039895,1315.7438408559103,3316.7151560841207,1421.1007881012688,990.4080978397694,1784.2407597149902,675.2779744235498,2252.1784199448325
137,4725.567381079656,1491.7917197313593,4071.086066119319,1686.493276793257,1229.7330034535241,2356.2685648017687,769.8580446777887,2558.909173074983
138,4097.964426442193,1484.0978738104818,4019.5680262976653,1882.1947778698989,1195.9215914420095,2320.8935289677497,759.0450828654749,2519.860787849665
139,3674.307746281558,1359.3456488474976,2933.3518239992527,1410.1044417791672,986.447924415462,1896.3608576195447,716.2222187405214,1922.627758562386
140,3479.6282725893243,1343.9631405130874,3000.749280966688,1417.6405548073656,936.2544825331794,1786.2447426882463,677.7912307066139,1867.2988187218464
141,3691.5934875998246,1425.5031794157512,2956.8681567671615,1431.6624037725674,908.6737338489642,1740.72232117171,705.253865661365,2043.007099881906
142,3723.488765626896,1370.5911339796653,3334.8344950893706,1465.2832044787826,1007.003969031441,1883.7142634750483,745.5318879775238,2036.6059733214654
143,3322.046497904479,1349.39925942966,3293.6024097662507,1382.371210709675,954.4749944194615,1742.5781180183965,674.4689132283237,2035.4042872020796
144,3675.72468429883,1463.4493105812655,3001.9088740600114,1467.720568058269,920.0464000747518,1724.1605587671872,750.3524174591086,2030.3967841692233
145,3305.2296303222083,1444.2444537686617,2754.631634635872,1367.0903351462555,866.6177393544352,1761.3203879865757,721.0648519684469,1920.557007118605
146,3303.9135841698935,1411.5906858351184,2868.8593866984043,1339.7787380559466,840.186630455712,1696.8567753944706,699.4391960817737,1983.6383952420324
147,3803.0533864664744,1524.1800472128734,3283.537153729396,1475.895469435604,984.4234155789856,1856.622648861884,726.0774976102163,2200.1428614007023
148,3948.9279408891057,1532.589319935486,3575.169975862196,1624.4832091325281,1036.2648734689812,1971.2861882126513,753.5649108664941,2399.62643685727
149,4073.240733381632,1554.708772213092,3519.4598733399544,1628.996762357311,1070.7645401484037,2062.6311033559064,747.4472010294469,2460.33626529275
150,3527.728913104956,1414.5746982144863,3142.710488999612,1418.1829398021289,1002.5724718535716,1896.6842376548027,693.1344794998041,2131.411537431982
151,3720.9084854683574,1362.4019013364525,3288.3409589588864,1492.230377074219,1039.605528064029,1917.1216850377436,727.7792622564959,2234.4881002311877
152,3642.8251163489113,1319.281335051178,3327.1888692272923,1443.2277468962018,940.016422473817,1695.3552584781337,735.6909506197869,2172.5276829692452
153,3233.222780211108,1531.4709017749026,3249.9541696389165,1606.369427095485,884.7296731935456,1814.459737053567,785.2055329605237,2072.0058715942023
154,3807.0082873607216,1454.4057597827052,4084.2083001512956,1604.894464860162,1055.680222659993,2093.396300520303,815.3226990634728,2495.4329589539334
155,4702.667349870869,1535.2478649933964,4208.909542129018,1810.9066934081163,1254.4507687527055,2373.0002187476057,780.6871009101175,2531.7594591336983
156,4567.364708014021,1543.5043216132929,3930.727237918528,1590.9030771586517,1164.28009858174,2241.9313384097436,722.7655824742342,2480.50901603162
157,3941.9906843560984,1389.6601848259274,3472.206196690454,1486.7304862505573,1062.722296464348,1986.1570987060536,666.1689123058477,2173.919382687865
158,3548.0015958426743,1411.4356812435879,3059.9808573052956,1506.6955464368125,954.9101380769625,1813.9035156827706,710.5295152380016,2111.815089431736
159,3273.017065950012,1411.7034456208867,2841.216007080721,1336.5934380955255,910.4359161705987,1687.770653055567,671.7059057478608,1943.107668905638
160,3214.323092498737,1296.3896917168713,2933.0864957638523,1272.8911972463852,847.8324809321542,1540.6665515659593,633.8375611380673,1792.6553137515075
161,4542.766442925077,1596.2545385620579,4009.0880002272274,1832.6782201513186,1143.5820310078896,2179.1544663936206,775.2106444904417,2492.151673832968
162,5227.26959444578,1616.4790122947807,4626.1755255291355,2031.561980692034,1446.1395364901343,2742.7400218136104,829.5385879836034,2833.092748221241
163,4668.4451268278035,1644.5114699621556,4434.58286187979,2038.241409440846,1306.1873159830316,2481.8559780004657,712.4776658015787,2746.815191773431
164,4334.898697319758,1702.5004565360648,4243.142811219387,1997.9374794135338,1223.281785624872,2286.440884846884,765.7988730627421,2533.6136632143525
165,4450.875949434085,1665.9224908812428,4075.861834829368,2041.7656203933177,1250.2992168129863,2273.1441528548353,844.8764576355607,2597.102506342003
166,4316.166310671477,1421.8972148998996,3468.869743562351,1716.1013674448088,1103.4826607914779,2088.255247112228,639.2626995637606,2412.0060203039657
167,4694.428666322349,1462.7570955893227,3391.2309813909483,1693.4887121220004,1200.638158495957,2242.5186297410255,596.4269047810851,2469.2547680834837
168,5607.786552278023,1717.4487150309085,4338.279378466026,2133.409328374568,1439.1755300012892,2619.3886273815447,766.8067167588459,2954.9722729692016
169,5166.190493442765,1787.0053813248485,4487.494824939354,2158.965720560409,1379.2233041594948,2546.924296474421,792.4989966333253,3015.842027445433
170,5599.040910811236,1526.206324216896,4011.7616272814303,1757.0593659809854,1469.437108691908,2623.6395650740083,782.8065829780999,1239.3418698132766
171,6057.080206430704,1321.2121315241611,5546.053060697015,988.9487822879493,1593.9217989699641,3015.065099277263,780.2744300114107,1063.926628641557
172,5740.674648950285,1491.5729929561562,4099.754837532641,1726.777374900005,1460.1858068953902,2617.300881689721,776.5392627850123,2692.5658882465154
173,4158.850667130275,1460.5764056789076,3199.4818427144055,1420.499188649033,1110.0712079653483,2077.603873069993,633.7464176076651,2095.1861302082434
174,4174.560568378186,1279.5385587408405,5372.421620933507,1349.5517333708024,1038.4586944485827,2007.4459187215068,662.8642064360412,2090.66749158905
175,6067.520969754713,1571.6565240660882,4797.17660101769,2011.647782091884,1460.707315032426,2711.2289968865825,862.2230399842571,3001.2642593103365
176,6042.834637188114,1621.0103647218132,4730.565126533237,2053.0118279298795,1597.412635655477,3013.5415534501685,793.2380680385721,3058.2980226054883
177,5347.8437634876145,1479.394637777222,3929.2466884382184,1752.3161022471324,1296.2156552098104,2328.015982802296,734.3982121852091,2652.970173922032
178,4337.435309940786,1484.8452548872528,3507.2462138274873,1545.5610419927657,1218.0796041057238,2205.1046083024576,875.986665819864,2533.2478728104984
179,4697.592023836789,1362.8114638593179,3204.1493029614844,1452.4822459821294,1143.4091205694558,2033.1685269734971,775.8047679439115,2521.841913554563
180,4248.255415496192,1453.7834887872434,3164.386975763878,1506.3511909368726,1161.547704165822,2163.1775220472377,774.6591855006887,2312.1513745627785
181,4091.131287514758,1397.3230065044231,3074.4697559577758,1435.2758009705892,1115.573746154397,1992.8326345035036,726.672281973981,2221.2807694758294
182,5380.577066346699,1751.544022290537,4407.962388752092,2066.619026470723,1449.0908560927714,2679.862103238419,791.9443819958539,2925.4839156698717
183,6221.454863077715,1728.8403253628392,4804.461883188901,2193.116097401331,1696.3082769921143,3135.072968896823,859.6522864118161,3007.610882634803
184,6378.13408860582,1642.8291049184486,5195.712158905719,2137.283222810607,1736.6502866453845,3297.1946983853804,811.1670393539274,3590.08369036814
185,5700.548830836057,1400.1655681733466,4847.3281625645495,1969.6212076090653,1569.3613092672533,2829.4846797324058,676.1333279454482,3013.851703963421
186,4969.903825042718,1531.5103484678568,3787.2336972164744,1717.293061979563,1318.5091043004313,2293.347828933352,694.9156290515518,2590.3586976343972
187,4753.869462589077,1396.3381887280323,3277.09015639219,1514.0602299758611,1206.4086581175325,2101.1363151014725,651.4143312296918,2262.8710069874382
188,4111.877832049719,1422.0016094284238,3115.278998879075,1463.5391568681505,1094.6544884852376,1971.309583543964,644.8496792127548,2195.396174993453
189,4217.219733719271,1528.630474449666,3887.0262740509784,1648.388801870247,1155.6257028861583,2103.808191295246,701.4649598139409,2464.1536040219435
190,4376.7886939574255,1659.9532677569155,3625.226386661078,1681.5219557414384,1284.6707223163771,2149.487866229438,766.5246961207456,2382.4628133273864
191,5656.805605666822,1636.6542141672262,4353.912491264248,1889.0359448196555,1493.4508769507788,2642.931315088651,770.3110806362507,3049.1117351890703
192,4929.114667234482,1491.3832004800747,4214.660563851317,1806.313472662446,1355.5141276964707,2431.1809098617246,719.6586565629149,2718.7454411111435
193,5070.424292903815,1627.6174873966577,4036.040981875215,1844.7093776962115,1404.556957966858,2516.5368691992085,797.6404774125746,2799.9444689194274
194,4494.888681973936,1498.955520592081,3354.299160813978,1619.886262855957,1213.842324420182,2241.629547224425,699.096313011991,2439.536115776573
195,4368.332811689361,1521.3616469579438,3099.7009837555756,1524.0764918847528,1148.5451091560801,2116.449634039793,699.1901721195759,2232.5026890119607
196,4935.383202909471,1620.9693729669862,3682.628253022439,1806.018337975809,1327.9964111295772,2392.8046823520476,736.495457606457,2632.690956013221
197,5129.083496270533,1584.7514979108164,3673.7470856440777,1735.0894313046892,1248.4918988824468,2234.6498590323095,745.0825611423109,2667.6542754908073
198,5850.945216451737,1590.8666995931906,4452.47198865527,1982.2198763103843,1500.1095752943907,2791.9412287282385,809.5300839476619,2926.4818714649077
