,SALBRYNB,ROSETON,HQ_P1_P2,HQHIGATE,SHOREHAM,NORTHPORT
42,7672.130767068174,3020.523478502477,30972.363840834114,5883.534774633417,-7258.99077980275,253.59232516982877
43,12243.86203915521,16.510261534285746,33511.03249627718,5400.523409477662,-4174.661683906275,-70.60294743771465
44,3175.113830972968,-624.5898922719507,25175.18818603775,4585.674464967989,-3537.7804060781405,-2815.4933135861047
45,7813.995012725536,808.7965915918248,24896.636306208362,5982.855435454884,-3898.2725124609346,-2139.54611115002
46,22713.375216147004,1070.1483554466977,21621.534160559822,5817.550128277432,-2808.8393409604023,-1314.9663540725453
47,25432.67401552069,17447.291441153786,31858.334598117937,7063.101562838701,-4283.044843032516,362.0930597187346
48,24393.090824632716,19881.932717256193,21635.510078310064,5010.0615934142725,147.2846708362256,2222.9202608839473
49,18654.441879343784,10198.897254132105,24120.20731770922,3799.7380060345126,-1813.4428140865039,227.99501666153674
50,15058.555364663303,21502.240419056754,20365.11114035747,4024.9973976308333,-3199.4780842828277,-304.8277970736201
51,11892.152010954012,28952.926797026845,17216.99563979174,4239.7976993073335,-4637.334122293441,573.3533261805355
52,7358.29163359733,20215.95810995638,21722.594212822944,4039.7922649955653,-4166.275712028665,-1354.4618324927333
53,14577.673121103591,9722.401505626442,21343.125272479854,4225.191444980712,-3115.095490490834,-966.5822859648173
54,6679.733139990069,18344.66241573826,21396.628205223988,4628.213541122606,-3618.7837649661956,-1695.285631796171
55,4877.859733942765,19592.678954900737,25302.23956722622,4335.413282540258,-4120.181835700004,-2120.762676074726
56,18546.594963792595,17136.689999842947,32318.328208549945,5433.586329986949,-1694.0885704792931,-2329.624603934162
57,9379.72969510988,23899.88106691255,31697.923649831137,4728.291367313979,-5587.338718636833,-2303.5762907145154
58,11421.926558724726,23229.443083593538,40328.691744423224,4462.298147241301,-3975.2979564296356,-1275.6180994761114
59,14534.295429998096,31124.35240329462,36413.32541115266,4758.794794828246,-4541.026356911481,-1265.2903336202405
60,23458.39095170871,24673.960604690947,33930.51500877413,5226.18758104077,-625.8243592234162,-2640.877972343311
61,25601.937226278827,26781.462841414283,34053.55108333538,5678.93708269594,-1512.5034315381467,1669.4406512844541
62,17012.036830309113,26064.598404750763,33913.17239126907,5748.416451925921,-1853.5313526239747,1680.2058124930018
63,16228.646772185519,6121.359106217933,36981.44415715849,4643.065579481809,-5397.348103005518,89.08439050743937
64,11125.636159195466,12432.69040500686,34182.72705302535,5299.0890069323,-4370.415868167888,-876.562450143987
65,15837.823122160593,5981.030074710101,36029.34321821619,6179.067474027929,-4438.199762545274,-1729.083030429426
66,13024.671834765673,13303.162187809612,30248.348726895547,4746.3086327940155,-3173.176021907774,-1733.5855638609166
67,13654.384437920653,21444.11734570349,28245.974620630717,4200.798229044278,-793.4746586306799,-57.904532257121815
68,9469.184790337435,34195.08340541001,23615.311221486794,5106.088210794672,-4720.9765453252685,643.2369366640247
69,16708.83295555854,30760.746952449994,28298.260209512286,6511.0546470193585,-548.114610521267,20.496071508468788
70,22826.137576428664,32513.88780617508,29411.726020530423,5772.174115472401,-785.8263118037855,427.5087381896907
71,23918.36640734083,34091.42487151778,35480.95299052014,6764.503491739306,-2816.157877237874,2289.5620733505352
72,23068.769977632746,11531.680237904386,35897.00077461333,7571.545015633349,-4168.339368606363,609.5619020788884
73,17557.122705110996,23060.812990043625,35645.66845940546,7532.725376786611,-6173.274260983436,-253.01986929606653
74,16118.390569355299,26411.902697822243,30299.52165169583,6540.058212096199,-3036.0595865792757,1124.3900802522162
75,10579.468021360077,22972.742477950495,33687.79117544891,6044.30682637901,-5322.328740704168,-1100.36645501478
76,14347.215209116572,6312.843377324305,38721.53995486836,4686.745124385994,-1371.4381935803488,-764.9758793880849
77,13957.487519541626,11673.68498875414,45039.92206405112,4352.758875215843,-1358.7019459516723,-351.0378870658776
78,17325.441703013657,16979.57218284805,37373.60832111736,4344.02802588813,-480.67387798970753,-224.23952872255632
79,10030.069804612933,11095.186338559077,34845.982432585624,4731.754033607733,-2465.18120227669,1347.1787937616198
80,17913.762836341197,-1289.776936565529,26940.17448338837,5791.069903184804,-7326.200641918253,-1171.8862570583942
81,12455.005574872263,-2525.2895668744413,21371.400604350445,5973.179130133713,-9946.992731445778,-2081.5468940523087
82,19001.883572416744,10151.381979086575,26445.280939082615,5777.653572238258,-5795.70011137718,-7.838356478217406
83,14276.45879177431,2619.15308247751,18505.571115876897,5728.436520143691,-6260.779627837416,270.020861780303
84,10286.74918699328,8306.35917360799,19679.505900840682,4935.313088180176,-6198.099951827262,-3117.2464267828796
85,13081.008448087065,6315.088276027744,25282.81086229504,4460.1785620482,-9238.793958864106,-2760.174905461135
86,12648.394314800014,15792.84373455757,35153.58011588668,4583.188681045155,-10329.613308743352,-4517.561317999674
87,18645.228440307757,15881.807353344853,32099.111743680576,5472.956479785325,-8116.625823944551,-693.1043800753486
88,14323.79948108953,13292.910446819516,34104.83242769642,5680.913208172605,-7226.689515822274,1276.9787113770276
89,7256.67144838426,17256.247103833415,33048.9198252839,4717.720855357263,-4414.604674609221,776.3189518794964
90,6681.5897662573525,7677.021424190365,26002.49504311711,3834.555588467184,-6338.738988603309,-271.7332236242235
91,9634.588376895264,-6686.850310956443,22765.787483738233,4480.69004249476,-7243.608819751631,-813.8104874699221
92,11286.04141075109,9714.657457446874,31809.048078959902,5099.839720963029,-3692.325600985947,-1632.2927134006286
93,12023.765025111003,15860.939440936187,32298.354532452624,4487.920380968346,-5663.945721938417,-88.39075970297986
94,11037.53788849314,-1817.0180589275797,28772.085004627446,5057.765000599873,-9754.98210419068,379.1944983544954
95,7192.228552446689,16189.73770260562,33019.599980072555,4253.568174574192,-4359.388445136661,-101.21347570657917
96,2697.095295372333,16383.168593787806,33645.506532356725,2965.5506767867237,-2513.9526697777455,-727.2795925926944
97,6918.699031963717,20899.374530421737,26872.368977627582,4010.13993149823,-2770.3946148761397,-1650.3396073531796
98,8861.251366232473,29104.351974097386,34994.98084789982,4243.8089062473155,-1952.3825519971183,-18.27556025161664
99,11032.603658450844,25435.24162916124,31179.48448115642,3913.2804913507953,-3958.661739042848,-1908.5825089333648
100,7677.129407057195,23766.717096020824,27190.920038834283,3572.3656739659996,-6627.860132645103,-63.54627926779449
101,5764.770819341639,5849.205075758655,17511.637526925108,3623.889401325908,-2824.7957577904685,-174.9415090012144
102,513.8379578854483,-1515.7277354807657,29629.35263069028,4220.2656521270665,-4003.4229294343895,104.72071327657795
103,19884.61181188488,30559.45737700485,-2714.0505786751046,5325.483459230021,-9887.10729333463,-3960.238069225384
104,7273.546271205281,24701.144239312085,33178.237591097444,5817.465573535326,-5307.233498608468,-2121.061348148518
105,9668.28334082988,16663.672952266454,11294.805717828836,4586.5757517534985,-4584.787788662547,-455.1500482327875
106,6877.678720263539,20575.885655789985,21454.370305031778,5426.292627509507,-670.8804667467277,944.7682737732914
107,3839.546205518532,5519.46255838318,33734.32304681123,5931.471578520588,-4278.017917706963,-491.1152723358857
108,7314.010801427021,-4046.1409316448244,42877.05708287698,6761.988683833719,-5990.149822353049,-2177.930451954113
109,11818.13975483354,-2371.8329696735873,38892.9149213709,6231.212634797446,-4487.840485709738,-3168.2383214519527
110,7374.907647363094,-4341.5457204827835,27753.941770616704,4454.89154753736,-7518.420762540899,-1977.937130810967
111,5492.238420359417,-14751.384307230059,31721.938281534,2913.0012220930216,-9223.688085828579,-2285.586503283283
112,5410.033704750924,-7377.827249580906,45472.18398167091,2070.695663833575,-5338.731660919353,-2491.738151909238
113,3405.672140890326,-6044.577405743248,28513.61309840403,2160.0610413015643,-5905.760657753246,-2277.4007509696817
114,4259.569482814364,-3142.575935164785,28000.11175493663,3335.1868530885495,-5979.556608956176,-2471.711306378471
115,9052.168778810534,5734.322281576759,23931.36264563233,2720.4136076636923,-5977.521067258829,-2011.8993754469336
116,7875.924364505542,3979.650466847844,36213.183977767134,2062.117142051423,-3713.6609921555264,-2366.777014624461
117,4587.552605242738,12028.82430003166,35522.17644064076,3198.8268016105017,-4648.439680825635,-3031.740547090164
118,3989.9411461355285,11505.48429060793,28483.753589099368,4465.301984823832,-6538.759451583053,-925.0795436623447
119,1425.0171730806633,10809.788241236161,40503.61194429407,3557.0089297119175,-8171.499834587799,-2675.130529904394
120,10344.6586676977,20679.80108379108,42101.26749946608,2802.1255580080515,-6225.099752680884,-4528.199079784975
121,5489.09686160459,11673.22597507092,48402.172611454516,1634.8790981596912,-5188.4009048956095,287.4145786151592
122,3024.163620769163,11868.439694092347,34185.36665572106,3895.7890231954,-4578.322032008946,-4224.700693694157
123,3515.545115788197,16999.914167952596,34106.491100585525,5408.514361591358,-5507.144832063678,-5833.3326803524105
124,548.9612558695299,10753.695984110238,41844.07069992158,4883.436668448959,-7069.390246952311,-5889.393531820066
125,1976.371192669856,13721.911430212916,29659.309617198163,4725.863088137228,-7960.571531519336,-2851.068735585086
126,9098.713981666408,8085.227208362396,39553.04297016475,5553.847656393276,-6242.3177184181495,-894.8644659643865
127,17376.93378316162,8151.414229232635,34313.70423462526,5785.72714106778,-1696.0292804870369,-2534.6679413386346
128,7489.358960195672,19149.908807941967,30299.58346353309,3870.281615310502,-5057.595688511181,-2288.7317952041003
129,9386.017548317295,26817.11666870124,21654.004260877427,5210.732776233604,-4551.3332937271425,-402.3017688815105
130,11265.954765385708,15857.143583333496,28882.81825646353,4544.422943703885,-4256.328033506654,-911.9821082375744
131,9829.23259666146,21645.30327475421,40995.045711730425,5096.798348691721,-5573.023954443959,888.9298521142223
132,8531.570372123064,4719.795466852655,40165.305969437555,5179.924114744352,-4804.66963299639,-2502.91796657851
133,7225.099692062192,5762.805559898887,38233.69259422305,3393.406710518425,-6991.635484958746,-1891.6330508016688
134,6135.013507027756,886.9739623679206,30231.18316403308,2912.251769264668,-8403.045827932314,-1572.038610449741
135,4108.185377471238,3595.1661217931655,43594.79656827024,4829.836443996284,-7959.84088581647,-2423.423223653022
136,-5455.842686182328,7266.743066426776,45397.58344280138,3418.163842581547,-8122.665838605017,-703.7847211600806
137,521.7536112905514,10200.707516784867,53141.003298113705,2416.865795728785,-8893.173957245608,-1227.6360246698491
138,8643.500398927143,15363.850308650637,51382.5602955937,3734.214951468899,-2049.0471968483093,745.0953484139143
139,13418.493406540128,12521.61960033072,37755.606003553876,5335.132561649437,-1397.3055888775516,-2418.363546613934
140,12964.830913279244,5920.793238248809,24813.57230051183,4273.697032875903,-850.1349332086647,-3874.301975763492
141,11683.754515634022,12107.85775235675,27983.821954759234,4643.187955161131,-3925.934769480934,-5385.566825458001
142,13611.760728659541,15069.929337416403,14442.153540064082,4173.646892784462,-1959.7328671038463,-2092.8028503575165
143,11955.1362621236,6419.532505872092,20560.992064484177,3239.20384093956,-2572.770655363776,-2822.0824405270273
144,8694.538154080277,12527.56477976906,19754.878687093496,3227.204082341533,1361.250142295697,-1969.9508006020171
145,13031.452235217535,6351.81760363317,29807.113085941743,4911.108262111995,524.9150025783979,-2495.733879006102
146,7649.456601908772,11713.962674721586,21493.197191846175,6229.206277446773,-3547.2214642993576,-3689.16763446444
147,4800.5509054263675,763.02491174636,20855.151909616096,4420.289297944436,-5262.342632602077,-4282.104461654729
148,8606.001490076664,14520.215411066773,18458.216269301367,3892.462983075168,-5609.378322294552,-3157.558596882461
149,6553.163265998808,11303.180792843856,23083.056778344388,4422.266938273168,-3143.8329704442062,-3792.5932440097627
150,4658.411347136156,1954.325980752187,23068.178307647773,4830.876481902449,-4059.196987093836,-4389.3756852798915
151,492.0968643539554,3198.3119934213755,33706.859890165884,3534.231023890363,-9805.93577567185,-5074.528326193566
152,783.9802298749073,11824.69124821404,37793.735241068374,4363.052465342099,-7386.094616537927,-3317.6445980139883
153,3395.5735701073263,10229.529416847407,35325.03212349046,4203.145451812466,-5062.040397629411,-2628.275801113123
154,7801.606330361976,27510.268850989498,37107.437782931614,3528.9078883518446,-6028.9788641708865,-419.61163443399255
155,11707.621260205164,11956.868042917873,27251.200750524884,3745.08896217665,-5868.922491421265,201.1802863689145
156,10630.280840991656,11996.20408124102,31372.074180096417,5146.232028609336,-7106.142863781396,-2688.379109827498
157,4027.278408259603,11057.879277879885,31367.03116702613,5248.192740776567,-9260.067304230015,-995.8871111708943
158,5919.685437393657,18156.33021444315,36127.85449746973,5312.997221151857,-9611.086479963362,-1158.3793055122062
159,6415.290488771478,17435.170201551424,33998.63535569474,5950.015394690835,-9916.25387650502,-231.19516716299086
160,14690.297941915132,9249.494663475314,40867.81352326658,4917.172869460293,-11718.116904052698,-126.58483577719835
161,14618.721090204286,11565.453978374833,41636.15089140467,3618.2466487068973,-9636.17573826591,-251.39972927096073
162,14693.27347104681,9508.50838295864,43251.34098304472,3871.6653399868405,-8947.023741301844,-1780.3659364764299
163,9718.00147738257,18179.719894261434,49982.94663680117,4225.189070164007,-6684.54167679462,-921.4294586331505
164,11443.32062175257,8264.414722070745,48866.109762166074,4599.099357895927,-11842.868852535981,-1733.1203070793852
165,7593.925619487767,-5222.5869578143065,49603.05922163345,3736.314018779558,-10988.628968016936,-3299.916337408353
166,6126.046124868417,-1312.7591907305987,36190.1276719544,4300.942453213013,-9464.756033901675,-3450.0543812107076
167,7393.398792129436,-5420.883792723271,31465.81428379898,3939.107030949248,-10170.41413923124,-3514.32383816829
168,13303.156005275683,-4982.214426861412,31492.784754494893,3321.5236128468728,-4599.798850766076,-3270.187305068724
169,14917.631324240378,2482.9448941043283,35609.50950318774,2209.829989894316,-5300.240086773397,-2047.5460553592043
170,10654.593064985413,-4960.25894258792,35688.50000108896,2477.1256253764795,-8852.82561840244,-6384.642658509945
171,15606.232027018432,4020.855862492148,37440.66969059913,4331.692372005353,-7632.261601160963,-5225.385329359266
172,20123.84411022621,16231.310830179464,45430.87257263716,4414.351904184383,-8368.390242669868,-4013.2516065467216
173,15640.574788361368,15851.342479242736,33570.03237265502,5322.420451114287,-5035.277118954062,-2855.0670539774446
174,8808.842769379688,14726.572782508973,27597.507262568914,4570.70751751365,-3495.9434921351653,-2297.7879389423374
175,14252.983849351298,15906.95168343162,35726.281431321935,3820.237859761164,-6333.553019442242,-1423.4204984059857
176,19027.05497491385,18897.060023794776,29328.52068273961,2588.0915125585925,-4831.719263118326,-1155.3987403534209
177,10337.477211507306,7520.883158794079,31958.28367402248,4279.7782525001385,-7536.897072455626,-3665.0355270889786
178,-1798.9085990559984,-1348.1578569463072,31205.14490792295,3503.4313118194123,-7102.459642182671,-2583.8982263112903
179,2572.5651856268505,-2113.5699002020783,30163.920122377072,5244.1792436628575,-7226.554054043461,-1152.841746804172
180,2630.515580671421,1533.8545520196396,34106.58804736386,6331.061247234945,-7314.566247428958,-3361.8443182370715
181,11116.891519088664,-1098.7831384320543,32225.140405711572,6383.281245513232,-8861.598893225986,-3149.0698526001192
182,15516.551639717476,2950.147155947314,39574.15178484909,6996.871175493614,-3602.5209425236894,-3061.863878330537
183,13342.756106284076,1327.6961986927818,35016.991569317805,6238.300286903612,-5423.918671768362,-4163.677318649876
184,12038.413055797459,11376.378532156961,36904.50186606779,7068.050609693385,-7776.169443200051,-4880.93615379562
185,21577.89740915563,16170.828478397723,35642.97591274152,7824.572796228173,-5242.999004084759,-2752.9806997414025
186,13995.374457305588,18267.24242763583,32241.306517297264,7243.231147563399,-4207.2825140986215,-3010.8936194189955
187,8367.83991206446,11631.062034200546,16841.548080457098,5474.809982318516,-4629.513803989999,-4846.866297130962
188,3762.341772151737,11908.421606692627,14247.315108267432,5257.310482333735,-5565.8585681458935,-4409.383289442635
189,-1610.4175086639316,5625.040786817603,34940.83716469224,4547.661611544085,-6217.4741172513495,-2071.3300812181456
190,17175.598213157595,3190.7091419457593,16241.523843930561,4613.728188741125,-7095.095778414755,-4112.49010419636
191,11649.961301009589,7694.894096139087,35874.67468895623,4891.007350567102,-6431.845592743373,-729.3898135682828
192,14015.137525068794,12141.807692137732,39140.01636259745,5483.0176953030505,-7469.593398369358,244.09763981468768
193,13252.719299081378,12691.51006832693,31280.64950557115,6284.138876639406,-4098.6110445590375,-1976.5303302663967
194,15787.112011943822,1792.2216215260062,25628.30658128119,5945.77541722715,-8203.869169964773,-4408.070739756784
195,10790.991919649216,-847.1931067422975,30820.233861930952,5305.030679532177,-11133.990824401233,-3511.21193958973
196,8051.15894323609,4874.41606186296,26166.8612738912,4885.767235179225,-8403.889519059705,-2597.576309763811
197,4676.734515161906,1487.2794493136225,38933.89951255462,4736.30562971454,-7663.216583448519,-3339.364043302011
198,2301.37229826935,14973.700976627239,41654.53483875237,4413.6990308094655,-8497.253204528062,-4405.97616469608
199,6381.074532619617,12010.960837055149,34706.56946776072,5539.327524574895,-8253.941592161478,-4818.7038311068445
200,4606.750008177201,9305.637860707375,29681.383064287358,4744.203930608396,-12403.222367401504,-5797.412046018895
201,16675.19891315509,8395.862968313188,30535.820569998272,5420.184783566032,-8301.339662604634,-4277.120365495995
202,17807.555836970565,8188.501781670478,45257.97292641159,7240.054250207766,-6788.476891807169,-4028.070263693864
203,10997.547405160722,9026.584397681258,46346.22219249507,5734.021935418274,-7622.331002526454,-2362.740868169143
204,2634.1198392822325,10586.893068402289,30598.093035614696,4489.023077666658,-7606.631555659342,-2650.6137201316596
205,-3212.1755083218504,24558.796643360576,39111.595114388474,4693.873578603454,-5524.589941235205,-2065.694929239414
206,-1032.8678552832635,11255.01272899061,43599.2598908918,5402.742678591657,-6778.120285897106,-4288.163204681252
207,1245.219927642528,10529.106003976067,26972.650174220817,4867.030900869816,-6077.325785447726,-2557.721335154474
208,506.68643475001045,10776.5005273568,13303.11321466844,3918.3536365557857,-10672.228963393736,-6227.071057445984
209,1603.4027068546593,14953.12886675397,21372.174946772815,3673.4540018270272,-10424.589848405732,-6619.724678603026
210,2246.4905714505994,15060.495753826666,30672.645790975737,4629.5220491503815,-10740.884016869584,-5521.113231511235
211,3445.968541119455,-1704.562662227885,35592.99697618428,2805.9615437076372,-11138.883094040659,-6005.808158372063
212,-1464.7647961811253,8737.41326526458,36666.44903503517,3347.0181170627766,-10556.182248703994,-4252.721614479991
213,622.1414770945166,-10963.401347877572,42830.17331363986,3111.6658988758427,-8085.105346385941,-5685.224493180784
214,5754.437007815341,4711.419046942743,48839.0391794789,4071.0371173353888,-9662.770881707913,-3814.403802937876
215,-396.246095218743,-2291.246055725336,49409.716469242216,4054.37824056613,-9604.275337393816,-3671.986519465
216,1951.256055197976,3745.2626126627492,44628.55515799698,4812.240079833891,-10281.531593235017,-4292.9983359663365
217,8074.971906343007,-816.4210291793588,52791.276244410124,5146.865408114492,-12775.288613370954,-4836.246740823741
218,10989.462611518107,2914.2222398950926,53253.04773422516,5200.033406000168,-12903.416720482845,-3740.4988865068312
219,15578.470720229909,14578.844439775477,53180.26841869571,5670.063469397106,-11702.081041205834,-3133.411687846411
220,15858.344237618225,13212.465729999582,50754.31101086897,5055.589529008893,-8939.371106505327,-2394.8570829269643
221,9795.78435747008,14234.678487121628,37215.286416240175,5989.785373861071,-7312.136437195676,-2908.296892699117
222,8745.692068574317,15968.423975873935,38718.70057514518,5130.082913078155,-9897.729726518728,-2687.9045093694403
223,4560.226575750617,1616.0602911437072,44193.86103996477,3530.785649751625,-9565.311403033147,-1331.3369911197367
224,13652.424021271256,-11735.109237945398,40311.86259679996,5264.126615546736,-8445.165949576442,-3126.7354562702944
225,17164.783579764942,-6708.38511774719,45140.89308137324,5956.305927114197,-9851.24589096271,-2858.501482601193
226,16882.53594596656,-22272.660860820935,55203.061728540764,5975.731003906441,-7934.886511238754,-3075.719792293347
227,9556.287406383259,-15988.8261788128,54564.20648867895,4861.7223419712245,-9007.582978522318,-3814.417852772462
228,16924.289618230003,-36892.80619291522,64963.35974848571,6244.980764461319,872.206237258029,-5877.932427831117
229,12229.5830474336,-5842.343290383086,54916.90051056648,6444.696031667056,-10283.633007827357,-3588.3264088272344
230,9294.976533982692,13435.115476191128,60796.00411677506,4652.0086860328265,-5297.357341238002,-1001.5965687253338
231,18626.63206093758,-15675.785172586564,64592.21319117209,5665.90503764003,5162.585015370796,-2743.2145714971934
232,11009.247272218996,-7651.7372487943685,58726.28944722144,4602.716699350223,-4746.745378714657,-2935.8945177870874
233,-741.8349469350765,-10876.169450595407,59863.45572379128,4228.9616590903215,-7360.28019763876,-3529.3617806826032
234,4567.627462159525,-7020.261860359154,55460.90924494706,5135.680141033595,-10024.934567655106,-5556.243201170048
235,13584.411345797784,8207.734797467372,56162.94719286657,4261.778749920992,-9668.19805102244,-5678.963207070468
236,5528.793884455026,-6748.964707433652,39525.854520639165,4132.241390474439,-9668.539777344491,-4809.083104133612
237,12221.699830311727,1305.1541069508012,45155.83658096503,4259.650257436015,-6931.34539060879,-4461.256645908257
238,12942.164319699526,18392.37250888723,41762.696625800934,4590.957540733493,-4342.478367689853,-2385.0006536765004
239,9650.742158373865,32089.12264377907,31827.912318317813,4221.0321630273,-5310.847749431083,-1783.3172014580055
240,23731.326718872675,20927.022654309047,40591.14123121927,5930.6821301935815,-8903.015860884429,-2775.7163575400086
241,15262.338125604881,-446.9420258878049,32883.936948162285,5358.789996569334,-6378.670129523844,834.5890442177579
242,20106.51800174128,7540.7474181729995,32769.001190977186,5093.12790048193,-8072.702352623819,-398.26463667272674
243,21325.65898221498,12797.568971134722,24405.981228163437,4220.894033041228,-5876.923260481946,169.16586015864777
244,19070.269907559785,7313.974501985425,15982.688545972142,2826.998949991409,-5741.749447948054,527.1133747496469
245,25801.556263602557,15588.279807844006,22646.626349719405,3369.4277592426215,-4092.6831172043017,1910.2293999480594
246,21998.920082518816,19623.679921688148,37213.429777694866,4078.539237759717,-4379.927089102184,-538.8894787794309
247,13856.947554638808,32862.266943790724,34056.268252336915,5329.9711410562495,-7057.666947432473,-2199.8529968500998
248,20349.969107360976,23912.303381792066,23959.155344885927,3475.367893509989,-6307.7157326693105,-1921.6304430395037
249,9097.701330537457,17769.873519430912,23968.893905967132,3726.839592582118,-6054.650856798973,-1595.3668004861229
250,17266.33850136869,16079.606293477125,25152.73049021491,3908.7570565708716,-1800.5701660001423,-2045.823242436257
251,23924.85701666974,17073.707898693214,4305.0473868814115,4901.459917404667,808.3763938707561,-1099.4751426864111
252,10670.649124571373,-4087.7519621311003,12092.37118123007,5039.893045838769,-5671.993775986171,-2157.7450024800833
253,5971.003393256401,623.8800917189424,19304.764478450044,3411.555249639465,-5040.855055606125,-740.1877116942071
254,10691.118486690284,6096.729763220299,18708.49837117432,3364.2528348023625,-5966.439834567082,-476.5838057869121
255,16895.460792206693,15866.831896679038,43730.701400989725,5182.73425145937,-4850.286886731943,-2586.1298302513787
256,14918.080109949065,8780.372749332282,35688.26754465989,5596.266446250986,-5411.20307748062,-2649.3583210716974
257,25146.810854070947,12288.12864439699,26483.076736813946,4580.837127247384,-2159.990720959365,-1855.8458162130275
258,11838.660881523221,4660.426343526394,20574.948193859895,3967.6013603203346,-2162.399520354038,-2359.1575102041243
259,17602.84593882799,4036.699706221162,10614.690022516688,6177.067876395366,-738.969643962092,-2649.9651830818384
260,1656.424863252385,-6272.878444675936,30909.310654240166,4639.038264983029,-5115.082241975089,-3642.89183394001
261,13120.536654346546,18349.613679947586,36637.81059896726,5078.8788277043395,-5013.452288544986,-2066.3742345707496
